t(s),x(m),y(m),z(m)
0.0,0.0,-1.0,-0.0
0.01,0.031415223732264165,-0.9998618275514951,-0.018848439715408175
0.02,0.06282623077002757,-0.9994473343627838,-0.03769018266993454
0.03,0.09422880505527725,-0.9987565929003694,-0.05651853448202453
0.04,0.12561873180287658,-0.997789723928735,-0.07532680552793272
0.05,0.15699179813675504,-0.9965468964908115,-0.09410831331851433
0.06,0.18834379372579999,-0.9950283278806387,-0.11285638487348168
0.07,0.21967051141935126,-0.9932342836082203,-0.1315643590922825
0.08,0.25096774788219933,-0.9911650773565829,-0.15022558912075706
0.09,0.2822313042289879,-0.9888210709310418,-0.16883344471273387
0.1,0.3134569866579219,-0.9862026742006842,-0.18738131458572463
0.11,0.34464060708368194,-0.9833103450320771,-0.20586260876988133
0.12,0.3757779837694468,-0.9801445892152142,-0.22427076094938117
0.13,0.4068649419579247,-0.9767059603817062,-0.2425992307954074
0.14,0.4378973145012953,-0.9729950599152382,-0.26084150628989694
0.15,0.4688709424899635,-0.9690125368542974,-0.2789911060392293
0.16,0.499781675880029,-0.9647590877871935,-0.2970415815770349
0.17,0.5306253741193692,-0.960235456739388,-0.3149865196553048
0.18,0.561397906772244,-0.9554424350531459,-0.3328195445229866
0.19,0.5920951541423191,-0.9503808612595342,-0.35053432019125896
0.2,0.6227130078940138,-0.9450516209427843,-0.368124552684678
0.21,0.6532473716720764,-0.9394556465970412,-0.3855839922773965
0.22,0.6836941617192885,-0.9335939174755207,-0.40290643571366264
0.23,0.7140493074922044,-0.9274674594321007,-0.42008572841180625
0.24,0.7443087522748268,-0.9210773447553718,-0.4371157666509329
0.25,0.7744684537901256,-0.9144246919951693,-0.45399049973954675
0.26,0.8045243848093026,-0.9075106657816207,-0.4707039321653325
0.27,0.8344725337587072,-0.9003364766367308,-0.4872501257253323
0.28,0.8643089053243102,-0.8929033807785428,-0.5036232016357608
0.29,0.8940295210536388,-0.8852126799178943,-0.5198173426207094
0.3,0.9236304199550804,-0.8772657210478142,-0.5358267949789967
0.31,0.9531076590944624,-0.869063896225582,-0.5516458706284302
0.32,0.9824573141888119,-0.8606086423474939,-0.5672689491267565
0.33,1.0116754801972065,-0.851901440916363,-0.5826904796685761
0.34,1.040758271908623,-0.8429438178017978,-0.5979049830575188
0.35000000000000003,1.069701824526688,-0.8337373429932915,-0.6129070536529765
0.36,1.098502294251247,-0.824283630346165,-0.6276913612907005
0.37,1.127155858856655,-0.814584337320401,-0.6422526531765844
0.38,1.1556587182667002,-0.8046411647124152,-0.6565857557529564
0.39,1.1840070951260724,-0.7944558563798008,-0.67068557653672
0.4,1.2121972353682855,-0.7840301989590961,-0.6845471059286887
0.41000000000000003,1.2402254087799653,-0.7733660215766164,-0.6981654189934726
0.42,1.2680879095614186,-0.7624651955523967,-0.7115356772092853
0.43,1.2957810568833885,-0.7513296340972947,-0.7246531301870466
0.44,1.3233011954399165,-0.7399612920032977,-0.7375131173581739
0.45,1.3506446959972225,-0.7283621653270871,-0.7501110696304595
0.46,1.3778079559385144,-0.7165342910669077,-0.7624425110114479
0.47000000000000003,1.4047873998046478,-0.7044797468327949,-0.7745030601987338
0.48,1.431579479830548,-0.692200650510212,-0.7862884321366189
0.49,1.4581806764773089,-0.679699159917149,-0.797794439538571
0.5,1.4845874989598937,-0.6669774724547414,-0.8090169943749475
0.51,1.5107964857703424,-0.6540378247514587,-0.8199521093254524
0.52,1.5368042051964204,-0.6408824923009264,-0.8305958991958126
0.53,1.5626072558356112,-0.627513789093433,-0.840944582298169
0.54,1.5882022671043878,-0.6139340672411823,-0.8509944817946918
0.55,1.6135858997426709,-0.6001457165973528,-0.8607420270039436
0.56,1.6387548463134056,-0.5861511643690217,-0.8701837546695257
0.5700000000000001,1.663705831697172,-0.5719528747240152,-0.8793163101905562
0.58,1.6884356135817538,-0.5575533483917524,-0.8881364488135445
0.59,1.7129409829465945,-0.5429551222581369,-0.8966410367852358
0.6,1.7372187645420551,-0.5281607689545716,-0.9048270524660196
0.61,1.7612658173634101,-0.5131728964411525,-0.9126915874035028
0.62,1.7850790351194994,-0.49799414758411265,-0.9202318473658703
0.63,1.8086553466959672,-0.4826271997275835,-0.9274451533346614
0.64,1.8319917166130164,-0.4670747642597395,-0.934328942456612
0.65,1.8550851454776036,-0.4513395861733961,-0.9408807689542255
0.66,1.8779326704300106,-0.4354244436211312,-0.9470983049947443
0.67,1.9005313655847131,-0.41933214746500036,-0.9529793415172189
0.68,1.9228783424654916,-0.40306554082091717,-0.9585217890173758
0.6900000000000001,1.944970750434702,-0.3866274985977718,-0.9637236782900097
0.7000000000000001,1.9668057771166512,-0.3700209270313598,-0.9685831611286311
0.71,1.9883806488150055,-0.3532487632131983,-0.9730985109821265
0.72,2.009692630924171,-0.3363139746142976,-0.9772681235681935
0.73,2.030739028334572,-0.3192195586039749,-0.9810905174433341
0.74,2.051517185831785,-0.3019685419637741,-0.9845643345292053
0.75,2.0720244884894417,-0.2845639803965784,-0.9876883405951378
0.76,2.0922583620558557,-0.2670089580309907,-0.9904614256966512
0.77,2.112216273334313,-0.24930658692105778,-0.9928826045698137
0.78,2.1318957305569577,-0.23146000654142285,-0.9949510169813002
0.79,2.1512942837522226,-0.2134723832779818,-0.9966659280340299
0.8,2.1704095251057454,-0.1953469099141295,-0.9980267284282716
0.81,2.189239089314716,-0.17708680511267127,-0.9990329346781247
0.8200000000000001,2.207780653935596,-0.15869531289348715,-0.9996841892832999
0.8300000000000001,2.2260319397251616,-0.14017570210703134,-0.9999802608561371
0.84,2.243990710974812,-0.12153126590374785,-0.9999210442038161
0.85,2.2616547758380983,-0.102765321199487,-0.9995065603657316
0.86,2.279021986651413,-0.08388120813701283,-0.9987369566060175
0.87,2.2960902402477985,-0.0648822895436807,-0.9976125063612252
0.88,2.3128574782638234,-0.04577195038537263,-0.9961336091431725
0.89,2.329321687439476,-0.026553597216782743,-0.9943007903969989
0.9,2.3454808999110357,-0.007230657628130244,-0.9921147013144779
0.91,2.361333193496867,0.012193420311600645,-0.9895761186026509
0.92,2.376876691976104,0.03171516861481638,-0.986685944207868
0.93,2.392109565360171,0.0513310999387665,-0.9834452049953297
0.9400000000000001,2.407030030157104,0.07103770815221044,-0.9798550523842469
0.9500000000000001,2.4216363496286335,0.0908314689052061,-0.9759167619387474
0.96,2.4359268340399804,0.11070884020192595,-0.971631732914674
0.97,2.449899840902339,0.13066626297641804,-0.9670014877624351
0.98,2.4635537752079966,0.1507001616712106,-0.9620276715860859
0.99,2.4768870896580646,0.17080694481867464,-0.9567120515588304
1.0,2.48989828488278,0.19098300562505255,-0.9510565162951536
1.01,2.502585909654345,0.21122472255705216,-0.9450630751798049
1.02,2.5149485610922704,0.2315284599309243,-0.9387338576538741
1.03,2.5269848848611964,0.25189056850392066,-0.932071112458211
1.04,2.5386935753611533,0.2723073860680414,-0.925077206834458
1.05,2.5500733759102387,0.29277523804598093,-0.9177546256839811
1.06,2.561123078919682,0.3132904380891694,-0.9101059706849957
1.07,2.5718415260612666,0.33384928867782576,-0.9021339593682027
1.08,2.5822276084270874,0.3544480817229143,-0.8938414241512639
1.09,2.5922802666816183,0.37508309916991983,-0.8852313113324553
1.1,2.601998491206067,0.3957506136043401,-0.8763066800438635
1.11,2.611381322234995,0.41644688885879777,-0.8670707011644901
1.12,2.6204278499851803,0.4371681806216809,-0.8575266561936522
1.1300000000000001,2.6291372147767067,0.45791073704720775,-0.8476779360850831
1.1400000000000001,2.637508607146259,0.4786707993668278,-0.8375280400421418
1.1500000000000001,2.645541267952608,0.4994446025018514,-0.8270805742745617
1.16,2.6532344884742685,0.5202283756772186,-0.816339250717184
1.17,2.66058761049932,0.541018343036309,-0.805307885711122
1.18,2.6676000264073694,0.5618107242566873,-0.7939903986478355
1.19,2.674271179243647,0.5826017351666946,-0.7823908105765882
1.2,2.680600562785232,0.6033875883627845,-0.7705132427757893
1.21,2.686587721599383,0.6241644938275075,-0.758361915288722
1.22,2.6922322510939836,0.6449286595480376,-0.7459411454241822
1.23,2.6975337975600726,0.6656762921351561,-0.73325534622256
1.24,2.7024920582064813,0.6864035974425798,-0.720309024887907
1.25,2.7071067811865475,0.7071067811865475,-0.7071067811865476
1.26,2.7113777656169176,0.7277820495655545,-0.6936533058128049
1.27,2.715304861588431,0.7484256098801475,-0.6799533787224193
1.28,2.718887970169085,0.7690336711526741,-0.6660118674342517
1.29,2.7221270433990816,0.7896024447468875,-0.6518337253008787
1.3,2.7250220842779544,0.8101281449873154,-0.6374239897486899
1.31,2.727573146743788,0.8306069897782845,-0.6227877804881126
1.32,2.729780335644519,0.8510352012225108,-0.6079302976946053
1.33,2.7316438067013395,0.87140900623915,-0.5928568201610593
1.34,2.733163766464199,0.891724637181215,-0.5775727034222676
1.35,2.734340472259415,0.9119783324522606,-0.5620833778521305
1.36,2.735174232129406,0.9321663371222325,-0.5463943467342692
1.37,2.73566540476455,0.952284903542393,-0.530511184306734
1.3800000000000001,2.735814399427184,0.9723302919592115,-0.5144395337815063
1.3900000000000001,2.7356216758677605,0.9922987711271366,-0.4981851053394909
1.4000000000000001,2.7350877442331667,1.0121866189201394,-0.4817536741017152
1.41,2.7342131649672274,1.0319901229419384,-0.46515107807745854
1.42,2.73299854870341,1.0517055811348093,-0.4483832160900323
1.43,2.7314445561497425,1.0713293023868746,-0.4314560456809593
1.44,2.7295518979659668,1.0908576071377836,-0.4143755809932843
1.45,2.727321334632953,1.1102868279826859,-0.3971478906347806
1.46,2.724753676314383,1.129613310274399,-0.3797790955218014
1.47,2.721849782710743,1.148833412723675,-0.3622753667045458
1.48,2.7186105629056283,1.167943507997471,-0.34464292317451706
1.49,2.715036975204408,1.1869399833151288,-0.32688802965494274
1.5,2.7111300269652547,1.2058192410423678,-0.3090169943749475
1.51,2.7068907744225825,1.224577699282995,-0.29103616682827177
1.52,2.702320322502913,1.2432117924682409,-0.27295193551732544
1.53,2.6974198246332004,1.2617179719436251,-0.25477072568338227
1.54,2.6921904825416516,1.280092706553258,-0.2364989970237246
1.55,2.686633546051065,1.2983324832214866,-0.21814324139654276
1.56,2.6807503128647285,1.31643380753179,-0.19970998051440705
1.57,2.674542128344912,1.334393204302835,-0.18120576362713725
1.58,2.668010385283977,1.3522072181615945,-0.16263716519488378
1.59,2.6611565236681605,1.369872414113444,-0.14401078255225216
1.6,2.653982030434054,1.3873853781091419,-0.1253332335643041
1.61,2.6464884392178254,1.4047427176086003,-0.10661115427526005
1.62,2.6386773300972197,1.42194106214136,-0.08785119655074315
1.6300000000000001,2.6305503293263843,1.438977063863685,-0.06906002571440562
1.6400000000000001,2.622109109063559,1.4558473981121716,-0.05024431817976966
1.6500000000000001,2.6133553870916706,1.4725487639538022,-0.031410759078128236
1.6600000000000001,2.6042909265318865,1.4890778847323443,-0.012566039883352392
1.67,2.594917535550161,1.5054315086110124,0.006283143965558882
1.68,2.58523706705683,1.5216064091113046,0.025130095443337126
1.69,2.575251418399304,1.5375993856479235,0.04396811831786471
1.7,2.564962531047894,1.5534072640597083,0.06279051952931335
1.71,2.55437239027484,1.5690268971364771,0.08159061156815724
1.72,2.5434830248265787,1.5844551651417087,0.10036171485121473
1.73,2.53229650658931,1.5996889763309712,0.11909716009486973
1.74,2.5208149502479125,1.6147252674660226,0.13779029068463777
1.75,2.5090405129382627,1.6295610043244928,0.15643446504023073
1.76,2.496975393893017,1.6441931822050702,0.1750230589752761
1.77,2.4846218340809063,1.6586188264281125,0.19354946805086
1.78,2.471982115839609,1.6728349928316013,0.21200710992205454
1.79,2.45905856250225,1.6868387682623598,0.23038942667659065
1.8,2.445853538017598,1.7006272710624522,0.24868988716485457
1.81,2.4323694465640124,1.7141976515506951,0.2669019893203755
1.82,2.4186087321572036,1.727547092499197,0.2850192624699762
1.83,2.4045738782518673,1.7406728096048523,0.3030352696327738
1.84,2.3902674073372654,1.7535720519557114,0.3209436098072095
1.85,2.375691880526804,1.766242102492158,0.3387379202452915
1.86,2.3608498971416836,1.7786802784628124,0.3564118787132506
1.87,2.3457440942886856,1.7908839318750949,0.37395920573780045
1.8800000000000001,2.3303771464321565,1.802850449940372,0.3913736668372026
1.8900000000000001,2.3147517649602714,1.8145772555136142,0.4086490747363489
1.9000000000000001,2.2988706977456284,1.8260618075275012,0.42577929156507266
1.9100000000000001,2.2827367287002596,1.8373016014208936,0.4427582310389017
1.92,2.2663526773251155,1.848294169561615,0.45957986062148776
1.93,2.2497213982541053,1.8590370816634667,0.4762382036679388
1.94,2.232845780792763,1.8695279451974125,0.4927273415482914
1.95,2.215728748451605,1.8797644057968697,0.5090414157503712
1.96,2.1983732584742657,1.8897441476570334,0.5251746299612954
1.97,2.1807823013604732,1.8994648939281804,0.5411212521268757
1.98,2.1629589003839556,1.90892440710288,0.556875616488188
1.99,2.1449061111053327,1.9181204893970576,0.5724321255945907
2.0,2.1266270208801,1.9270509831248421,0.587785252292473
2.0100000000000002,2.108124748361754,1.935713771067142,0.602929541689025
2.02,2.089402443000156,1.9441067768338898,0.6178596130903341
2.0300000000000002,2.0704632845352062,1.9522279652198973,0.6325701619131248
2.04,2.0513104824859143,1.9600753425542594,0.6470559615694443
2.05,2.031947275634937,1.967646957043259,0.6613118653236514
2.06,2.012376931508677,1.974940899106709,0.6753328081210244
2.07,1.992602745853023,1.9819553017076799,0.6891138083873481
2.08,1.9726280421047957,1.9886883406755675,0.7026499697988491
